epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,14242.2,0.90293,0.94271,1.31075,0.82912,0.87974,0.92031,0.80088,0.67009,0.60073,1.05628,0.0007435,0.0007435,0.0007435
189,14317.5,0.89433,0.94267,1.30632,0.82976,0.87906,0.92006,0.80112,0.66935,0.6,1.05568,0.000694,0.000694,0.000694
190,14393,0.91388,0.94866,1.31577,0.83039,0.87762,0.92013,0.80139,0.66938,0.5993,1.05573,0.0006445,0.0006445,0.0006445
191,14470.1,0.6412,0.60406,1.12361,0.83029,0.87878,0.92018,0.80147,0.66994,0.59916,1.05579,0.000595,0.000595,0.000595
192,14543.1,0.63528,0.54989,1.11528,0.83141,0.87866,0.92079,0.80194,0.67045,0.5981,1.05607,0.0005455,0.0005455,0.0005455
193,14616.1,0.62673,0.53486,1.10851,0.82954,0.88072,0.92101,0.80174,0.67034,0.5974,1.0556,0.000496,0.000496,0.000496
194,14689.2,0.62404,0.5398,1.10947,0.82904,0.8796,0.92116,0.8019,0.67059,0.59634,1.0553,0.0004465,0.0004465,0.0004465
195,14762.4,0.6202,0.52846,1.10405,0.8294,0.87931,0.92154,0.80239,0.66995,0.59515,1.05468,0.000397,0.000397,0.000397
196,14835.4,0.62202,0.53194,1.1038,0.83122,0.87902,0.92174,0.80268,0.66978,0.59407,1.05419,0.0003475,0.0003475,0.0003475
197,14908.4,0.61923,0.52335,1.10479,0.83108,0.87936,0.922,0.80294,0.66912,0.59307,1.05376,0.000298,0.000298,0.000298
198,14981.3,0.61544,0.52375,1.10306,0.83266,0.87716,0.92226,0.80319,0.66852,0.5922,1.05336,0.0002485,0.0002485,0.0002485
199,15054.1,0.62844,0.5485,1.11133,0.83464,0.87465,0.92257,0.80395,0.66767,0.59123,1.05298,0.000199,0.000199,0.000199
200,15127,0.61149,0.51116,1.09634,0.83574,0.87421,0.92269,0.80418,0.66694,0.59035,1.05271,0.0001495,0.0001495,0.0001495
